Route,MonthStart,Equipment,Flights,AvgTOW_kg,TotalTOW_kg,FuelBurnKg
REC -> CGR,2025-01-01,A320,8,72340.5,578724,59767
REC -> CNF,2024-01-01,A320,103,68879.15533980583,7094553,506577
REC -> CNF,2024-01-01,E2,8,56466.5,451732,32038
REC -> CNF,2024-01-01,A321,1,82126.0,82126,5638
REC -> CNF,2024-01-01,ATR,1,18257.0,18257,2021
REC -> CNF,2024-02-01,A320,97,68794.34020618557,6673051,482663
REC -> CNF,2024-02-01,A321,1,85139.0,85139,6249
REC -> CNF,2024-03-01,A320,109,68828.5137614679,7502308,530533
REC -> CNF,2024-03-01,A321,2,80137.0,160274,11143
REC -> CNF,2024-03-01,ATR,1,18068.0,18068,2622
REC -> CNF,2024-04-01,A320,100,65106.85,6510685,470274
REC -> CNF,2024-04-01,A321,1,69675.0,69675,5386
REC -> CNF,2024-04-01,ATR,1,18158.0,18158,2052
REC -> CNF,2024-05-01,A320,105,63284.695238095235,6644893,479179
REC -> CNF,2024-05-01,A321,2,73371.0,146742,10626
REC -> CNF,2024-05-01,ATR,1,17800.0,17800,2030
REC -> CNF,2024-06-01,A320,120,64382.975,7725957,557330
REC -> CNF,2024-06-01,E2,2,54832.5,109665,7969
REC -> CNF,2024-06-01,A321,1,73607.0,73607,5418
REC -> CNF,2024-07-01,A320,115,64992.33913043478,7474119,538106
REC -> CNF,2024-07-01,E2,10,54560.3,545603,40663
REC -> CNF,2024-07-01,E1,2,39944.5,79889,9020
REC -> CNF,2024-07-01,ATR,1,21473.0,21473,2069
REC -> CNF,2024-08-01,A320,114,65127.93859649123,7424585,523730
REC -> CNF,2024-08-01,A321,1,68485.0,68485,4666
REC -> CNF,2024-08-01,E2,1,55387.0,55387,3830
REC -> CNF,2024-09-01,A320,114,66078.23684210527,7532919,540080
REC -> CNF,2024-09-01,E2,2,55204.0,110408,8228
REC -> CNF,2024-09-01,A321,1,80863.0,80863,5841
REC -> CNF,2024-09-01,E1,1,37975.0,37975,3941
REC -> CNF,2024-10-01,A320,146,66104.8493150685,9651308,697376
REC -> CNF,2024-10-01,E2,1,55285.0,55285,4115
REC -> CNF,2024-11-01,A320,133,65603.54887218046,8725272,638604
REC -> CNF,2024-11-01,E2,5,53575.2,267876,20385
REC -> CNF,2024-11-01,E1,1,47506.0,47506,5063
REC -> CNF,2024-12-01,A320,147,62466.380952380954,9182558,684248
REC -> CNF,2024-12-01,E2,6,52602.666666666664,315616,24496
REC -> CNF,2024-12-01,E1,2,48827.0,97654,11332
REC -> CNF,2024-12-01,A321,1,66593.0,66593,5047
REC -> CNF,2025-01-01,A320,165,66803.39393939394,11022560,800783
REC -> CNF,2025-01-01,E2,3,55424.0,166272,12606
REC -> CNF,2025-01-01,E1,2,43607.0,87214,9381
REC -> CNF,2025-01-01,A321,1,70378.0,70378,4844
REC -> CNF,2025-02-01,A320,145,65844.55172413793,9547460,679520
REC -> CNF,2025-02-01,A321,2,69571.0,139142,9939
REC -> CNF,2025-02-01,E2,2,55176.0,110352,8116
REC -> CNF,2025-03-01,A320,176,64758.36363636364,11397472,819981
REC -> CNF,2025-03-01,E2,1,55506.0,55506,4009
REC -> CNF,2025-04-01,A320,139,64123.29496402878,8913138,646839
REC -> CNF,2025-04-01,E2,2,55429.5,110859,8225
REC -> CNF,2025-04-01,A321,1,81748.0,81748,10233
REC -> CNF,2025-04-01,E1,1,43690.0,43690,4777
REC -> CNF,2025-05-01,A320,158,64698.38607594937,10222345,748936
REC -> CNF,2025-05-01,E2,5,51655.4,258277,20595
REC -> CNF,2025-05-01,A321,1,69633.0,69633,5483
REC -> CNF,2025-05-01,ATR,1,17723.0,17723,1989
REC -> CNF,2025-05-01,E1,1,47247.0,47247,5027
REC -> CNF,2025-06-01,A320,152,64603.19078947369,9819685,718872
REC -> CNF,2025-06-01,E2,2,53058.0,106116,7961
REC -> CNF,2025-06-01,A321,1,66565.0,66565,4872
REC -> CNF,2025-06-01,E1,1,45369.0,45369,5052
REC -> CNF,2025-07-01,A320,135,65015.62962962963,8777110,635525
REC -> CNF,2025-07-01,E2,3,55805.666666666664,167417,12943
REC -> CNF,2025-08-01,A320,117,66247.4188034188,7750948,557569
REC -> CNF,2025-08-01,E2,18,54369.166666666664,978645,73803
REC -> CNF,2025-08-01,E1,1,38023.0,38023,4172
REC -> CNF,2025-09-01,A320,142,66227.30985915494,9404278,676914
REC -> CNF,2025-09-01,E2,2,49999.5,99999,7425
REC -> CNF,2025-10-01,A320,133,68850.6992481203,9157143,655067
REC -> CNF,2025-10-01,E2,1,42832.0,42832,3755
REC -> CNF,2025-11-01,A320,52,69856.21153846153,3632523,264458
REC -> CPV,2024-01-01,ATR,57,20792.245614035088,1185158,20488
REC -> CPV,2024-02-01,ATR,53,20018.471698113208,1060979,20046
REC -> CPV,2024-02-01,E1,1,34633.0,34633,838
REC -> CPV,2024-03-01,ATR,45,20465.555555555555,920950,16406
REC -> CPV,2024-04-01,ATR,53,20495.037735849055,1086237,19683
REC -> CPV,2024-05-01,ATR,52,20234.19230769231,1052178,21033
REC -> CPV,2024-06-01,ATR,60,21094.866666666665,1265692,23878
REC -> CPV,2024-07-01,ATR,69,19427.347826086956,1340487,24734
REC -> CPV,2024-08-01,ATR,46,20234.565217391304,930790,17120
REC -> CPV,2024-09-01,ATR,31,20219.451612903227,626803,11905
REC -> CPV,2024-10-01,ATR,41,19608.146341463416,803934,15330
REC -> CPV,2024-11-01,ATR,35,19303.885714285716,675636,13218
REC -> CPV,2024-12-01,ATR,45,20432.466666666667,919461,16815
REC -> CPV,2025-01-01,ATR,40,19013.825,760553,14524
REC -> CPV,2025-02-01,ATR,43,19735.441860465115,848624,15793
REC -> CPV,2025-03-01,ATR,29,20659.931034482757,599138,10820
REC -> CPV,2025-04-01,ATR,41,21221.243902439026,870071,16203
REC -> CPV,2025-05-01,ATR,47,20808.76595744681,978012,18828
REC -> CPV,2025-05-01,A320,1,55895.0,55895,1058
REC -> CPV,2025-06-01,ATR,38,21546.0,818748,15149
REC -> CPV,2025-07-01,ATR,40,19943.825,797753,15955
REC -> CPV,2025-08-01,ATR,41,20105.219512195123,824314,15464
REC -> CPV,2025-09-01,ATR,40,20270.375,810815,15508
REC -> CPV,2025-10-01,ATR,37,19977.64864864865,739173,14211
REC -> CPV,2025-11-01,ATR,13,20464.46153846154,266038,4890
REC -> CWB,2024-01-01,A320,3,69709.33333333333,209128,21340
REC -> CWB,2024-12-01,E2,5,55555.8,277779,30328
REC -> CWB,2024-12-01,A320,3,66425.66666666667,199277,20959
REC -> CWB,2025-01-01,A320,8,68247.0,545976,56410
REC -> CWB,2025-01-01,E2,3,56861.666666666664,170585,19035
REC -> CWB,2025-04-01,E2,1,54728.0,54728,6076
REC -> CWB,2025-06-01,E2,1,55735.0,55735,5707
REC -> CWB,2025-07-01,E2,10,55565.8,555658,59947
REC -> CWB,2025-08-01,E2,1,53620.0,53620,5935
REC -> FEC,2024-01-01,ATR,15,21095.533333333333,316433,14519
REC -> FEC,2024-02-01,ATR,13,20339.76923076923,264417,12216
REC -> FEC,2024-03-01,ATR,8,19637.625,157101,6943
REC -> FEC,2024-04-01,ATR,14,20089.0,281246,13069
REC -> FEC,2024-05-01,ATR,16,20245.4375,323927,15208
REC -> FEC,2024-06-01,ATR,14,20076.571428571428,281072,12820
REC -> FEN,2024-01-01,ATR,163,22233.539877300613,3624067,147734
REC -> FEN,2024-02-01,ATR,152,21716.236842105263,3300868,139510
REC -> FEN,2024-03-01,ATR,126,21823.571428571428,2749770,114738
REC -> FEN,2024-04-01,ATR,118,22269.525423728814,2627804,107955
REC -> FEN,2024-05-01,ATR,129,21891.51937984496,2824006,120169
REC -> FEN,2024-06-01,ATR,111,21877.81081081081,2428437,100611
REC -> FEN,2024-07-01,ATR,162,21982.796296296296,3561213,148357
REC -> FEN,2024-08-01,ATR,164,22542.64024390244,3696993,149634
REC -> FEN,2024-09-01,ATR,135,22481.133333333335,3034953,125143
REC -> FEN,2024-10-01,ATR,198,22261.116161616163,4407701,181670
REC -> FEN,2024-11-01,ATR,179,21898.759776536313,3919878,163903
REC -> FEN,2024-12-01,ATR,160,22112.28125,3537965,145939
REC -> FEN,2025-01-01,ATR,163,21814.914110429447,3555831,147299
REC -> FEN,2025-02-01,ATR,149,21768.201342281878,3243462,136868
REC -> FEN,2025-03-01,ATR,135,22168.955555555556,2992809,124790
REC -> FEN,2025-04-01,ATR,107,22027.07476635514,2356897,100828
REC -> FEN,2025-05-01,ATR,59,21940.542372881355,1294492,55193
REC -> FEN,2025-05-01,E1,32,46067.34375,1474155,71307
REC -> FEN,2025-06-01,E2,60,53176.933333333334,3190616,108278
REC -> FEN,2025-06-01,ATR,2,22131.5,44263,1763
REC -> FEN,2025-06-01,E1,1,41598.0,41598,1937
REC -> FEN,2025-07-01,E2,67,53748.32835820896,3601138,129062
REC -> FEN,2025-07-01,ATR,1,22631.0,22631,956
REC -> FEN,2025-08-01,E2,61,54399.934426229505,3318396,114712
REC -> FEN,2025-08-01,ATR,4,22250.25,89001,3813
REC -> FEN,2025-09-01,E2,61,54446.75409836065,3321252,111275
REC -> FEN,2025-09-01,A320,2,64021.5,128043,4163
REC -> FEN,2025-10-01,E2,71,54032.42253521127,3836302,127786
REC -> FEN,2025-11-01,E2,24,53416.0,1281984,42987
REC -> FLN,2024-12-01,E2,5,57202.8,286014,32931
REC -> FLN,2025-01-01,E2,7,57501.57142857143,402511,45506
REC -> FLN,2025-01-01,A320,3,72474.33333333333,217423,23180
REC -> FLN,2025-04-01,E2,3,57535.333333333336,172606,22257
REC -> FLN,2025-06-01,E2,1,58349.0,58349,6162
REC -> FLN,2025-07-01,E2,12,58458.0,701496,78456
REC -> FLN,2025-08-01,E2,2,56969.5,113939,15101
REC -> FOR,2024-01-01,E1,111,45564.27027027027,5057634,271911
REC -> FOR,2024-01-01,ATR,2,16697.5,33395,1720
REC -> FOR,2024-01-01,A320,1,62381.0,62381,2163
REC -> FOR,2024-02-01,E1,71,45778.80281690141,3250295,177194
REC -> FOR,2024-02-01,A320,1,66183.0,66183,2774
REC -> FOR,2024-03-01,A320,34,64864.26470588235,2205385,80630
REC -> FOR,2024-03-01,E1,30,45465.933333333334,1363978,72653
REC -> FOR,2024-03-01,ATR,4,22293.5,89174,4126
REC -> FOR,2024-04-01,E1,78,44899.98717948718,3502199,188821
REC -> FOR,2024-04-01,A320,1,66049.0,66049,2341
REC -> FOR,2024-04-01,ATR,1,22899.0,22899,1059
REC -> FOR,2024-05-01,E1,92,45225.391304347824,4160736,218538
REC -> FOR,2024-05-01,A320,6,61732.166666666664,370393,13673
REC -> FOR,2024-05-01,ATR,2,22572.0,45144,2058
REC -> FOR,2024-06-01,E1,98,45709.23469387755,4479505,235370
REC -> FOR,2024-06-01,A320,1,61825.0,61825,2195
REC -> FOR,2024-07-01,E1,104,45110.88461538462,4691532,250110
REC -> FOR,2024-07-01,ATR,3,20341.0,61023,3064
REC -> FOR,2024-07-01,A320,2,65943.0,131886,4898
REC -> FOR,2024-07-01,E2,1,53047.0,53047,1905
REC -> FOR,2024-08-01,E1,81,44264.60493827161,3585433,188765
REC -> FOR,2024-08-01,ATR,2,22480.5,44961,2097
REC -> FOR,2024-09-01,E2,116,52418.629310344826,6080561,230697
REC -> FOR,2024-09-01,ATR,4,22295.75,89183,4170
REC -> FOR,2024-09-01,E1,4,46017.25,184069,9505
REC -> FOR,2024-10-01,E2,94,52595.84042553192,4944009,193197
REC -> FOR,2024-10-01,E1,11,45315.454545454544,498470,25864
REC -> FOR,2024-10-01,ATR,5,21991.6,109958,5263
REC -> FOR,2024-10-01,A320,3,64559.0,193677,7175
REC -> FOR,2024-11-01,E2,81,53323.543209876545,4319207,165344
REC -> FOR,2024-11-01,ATR,2,20154.0,40308,2063
REC -> FOR,2024-11-01,A321,1,79594.0,79594,2775
REC -> FOR,2024-11-01,E1,1,46755.0,46755,2431
REC -> FOR,2024-12-01,E2,93,53461.58064516129,4971927,188754
REC -> FOR,2024-12-01,ATR,21,22121.285714285714,464547,21969
REC -> FOR,2024-12-01,A320,13,65010.38461538462,845135,30725
REC -> FOR,2025-01-01,E2,73,52644.05479452055,3843016,142931
REC -> FOR,2025-01-01,E1,17,45621.76470588235,775570,40643
REC -> FOR,2025-01-01,A320,10,65426.8,654268,24433
REC -> FOR,2025-01-01,ATR,7,21176.571428571428,148236,7122
REC -> FOR,2025-02-01,E2,111,52425.738738738735,5819257,222517
REC -> FOR,2025-02-01,A320,8,63487.25,507898,18899
REC -> FOR,2025-02-01,ATR,1,22351.0,22351,1007
REC -> FOR,2025-03-01,E2,112,52516.00892857143,5881793,221725
REC -> FOR,2025-03-01,A320,15,64496.666666666664,967450,35665
REC -> FOR,2025-04-01,E2,97,52724.969072164946,5114322,192581
REC -> FOR,2025-04-01,A320,13,64632.53846153846,840223,30269
REC -> FOR,2025-04-01,ATR,4,20672.25,82689,4245
REC -> FOR,2025-05-01,E2,37,53580.83783783784,1982491,74671
REC -> FOR,2025-05-01,E1,28,45599.17857142857,1276777,68518
REC -> FOR,2025-05-01,A320,13,65144.692307692305,846881,30890
REC -> FOR,2025-05-01,ATR,11,21264.909090909092,233914,11078
REC -> FOR,2025-05-01,A321,3,71230.0,213690,7800
REC -> FOR,2025-06-01,E2,60,53775.55,3226533,121403
REC -> FOR,2025-06-01,ATR,25,22250.0,556250,26731
REC -> FOR,2025-06-01,A320,15,64450.46666666667,966757,35700
REC -> FOR,2025-06-01,A321,1,77958.0,77958,2697
REC -> FOR,2025-07-01,E2,75,54082.21333333333,4056166,151766
REC -> FOR,2025-07-01,ATR,29,22244.724137931036,645097,30653
REC -> FOR,2025-07-01,A320,9,65751.22222222222,591761,20099
REC -> FOR,2025-07-01,A321,1,72644.0,72644,2595
REC -> FOR,2025-08-01,E2,72,52703.194444444445,3794630,143429
REC -> FOR,2025-08-01,ATR,29,21701.96551724138,629357,30029
REC -> FOR,2025-08-01,A320,5,63232.2,316161,11393
REC -> FOR,2025-09-01,E2,68,52867.529411764706,3594992,137409
REC -> FOR,2025-09-01,ATR,30,22240.666666666668,667220,31894
REC -> FOR,2025-09-01,A320,11,64608.818181818184,710697,26035
REC -> FOR,2025-10-01,E2,80,53559.225,4284738,161629
REC -> FOR,2025-10-01,ATR,14,22231.214285714286,311237,15197
REC -> FOR,2025-10-01,A320,13,65572.84615384616,852447,30557
REC -> FOR,2025-11-01,E2,29,52634.8275862069,1526410,56771
REC -> FOR,2025-11-01,A320,11,66053.36363636363,726587,26039
REC -> GIG,2024-01-01,A320,84,70974.90476190476,5961892,484025
REC -> GIG,2024-01-01,A321,3,84045.33333333333,252136,20423
REC -> GIG,2024-02-01,A320,77,70922.58441558441,5461039,453537
REC -> GIG,2024-02-01,A321,7,83766.42857142857,586365,47094
REC -> GIG,2024-03-01,A320,80,69749.675,5579974,456861
REC -> GIG,2024-03-01,A321,8,80451.5,643612,52145
REC -> GIG,2024-04-01,A320,93,67557.91397849462,6282886,522271
REC -> GIG,2024-04-01,A321,8,78151.75,625214,51937
REC -> GIG,2024-05-01,A320,104,68773.67307692308,7152462,584746
REC -> GIG,2024-05-01,A321,7,76613.71428571429,536296,44160
REC -> GIG,2024-06-01,A320,119,68904.73109243698,8199663,674158
REC -> GIG,2024-06-01,A321,4,79156.5,316626,26301
REC -> GIG,2024-07-01,A320,139,67896.12230215827,9437561,772588
REC -> GIG,2024-07-01,A321,3,75601.0,226803,18572
REC -> GIG,2024-08-01,A320,111,69611.85585585586,7726916,623486
REC -> GIG,2024-08-01,A321,1,81928.0,81928,6597
REC -> GIG,2024-09-01,A320,99,69693.14141414141,6899621,558299
REC -> GIG,2024-09-01,E2,4,56608.0,226432,18633
REC -> GIG,2024-09-01,A321,3,77781.66666666667,233345,18548
REC -> GIG,2024-10-01,A320,109,70643.58715596331,7700151,635140
REC -> GIG,2024-10-01,E2,3,56688.333333333336,170065,14158
REC -> GIG,2024-11-01,A320,110,70414.45454545454,7745590,645662
REC -> GIG,2024-11-01,A321,1,82094.0,82094,6723
REC -> GIG,2024-12-01,A320,112,69733.23214285714,7810122,655241
REC -> GIG,2024-12-01,A321,2,77046.0,154092,12518
REC -> GIG,2024-12-01,E2,2,53250.5,106501,8968
REC -> GIG,2025-01-01,A320,120,70804.81666666667,8496578,700985
REC -> GIG,2025-01-01,A321,5,74829.8,374149,31064
REC -> GIG,2025-01-01,E2,2,57499.5,114999,9632
REC -> GIG,2025-02-01,A320,101,70684.9900990099,7139184,574420
REC -> GIG,2025-02-01,A321,1,74235.0,74235,5821
REC -> GIG,2025-02-01,E2,1,55403.0,55403,4259
REC -> GIG,2025-03-01,A320,112,70958.80357142857,7947386,646603
REC -> GIG,2025-03-01,E2,2,56595.0,113190,8958
REC -> GIG,2025-03-01,A321,1,76744.0,76744,6141
REC -> GIG,2025-04-01,A320,82,70884.34146341463,5812516,483243
REC -> GIG,2025-04-01,A321,1,78639.0,78639,6511
REC -> GIG,2025-05-01,A320,95,70560.22105263158,6703221,563476
REC -> GIG,2025-06-01,A320,82,70772.4512195122,5803341,478352
REC -> GIG,2025-06-01,E2,1,57535.0,57535,4715
REC -> GIG,2025-07-01,A320,93,71158.17204301075,6617710,542118
REC -> GIG,2025-07-01,E2,1,56089.0,56089,4532
REC -> GIG,2025-08-01,A320,78,69566.44871794872,5426183,443337
REC -> GIG,2025-09-01,A320,95,70992.1052631579,6744250,550174
REC -> GIG,2025-10-01,A320,82,70797.43902439025,5805390,475320
REC -> GIG,2025-11-01,A320,35,69583.22857142857,2435413,204666
REC -> GRU,2024-01-01,A321,94,83488.96808510639,7847963,705517
REC -> GRU,2024-01-01,A320,21,71108.90476190476,1493287,136862
REC -> GRU,2024-02-01,A321,104,82349.92307692308,8564392,789241
REC -> GRU,2024-02-01,A320,30,70192.2,2105766,193025
REC -> GRU,2024-03-01,A321,81,81677.87654320987,6615908,595185
REC -> GRU,2024-03-01,A320,37,71052.81081081081,2628954,236025
REC -> GRU,2024-04-01,A321,115,78876.26956521739,9070771,824387
REC -> GRU,2024-04-01,A320,39,69779.58974358975,2721404,248955
REC -> GRU,2024-05-01,A321,119,78402.88235294117,9329943,846117
REC -> GRU,2024-05-01,A320,37,70145.0,2595365,233633
REC -> GRU,2024-06-01,A321,120,79308.13333333333,9516976,871786
REC -> GRU,2024-06-01,A320,33,71162.60606060606,2348366,212826
REC -> GRU,2024-07-01,A321,122,82237.2868852459,10032949,915258
REC -> GRU,2024-07-01,A320,42,71613.54761904762,3007769,271030
REC -> GRU,2024-08-01,A321,98,79319.6836734694,7773329,700157
REC -> GRU,2024-08-01,A320,73,70760.30136986301,5165502,463773
REC -> GRU,2024-09-01,A321,114,79815.93859649122,9099017,828435
REC -> GRU,2024-09-01,A320,57,70204.47368421052,4001655,363727
REC -> GRU,2024-10-01,A321,97,81830.206185567,7937530,730330
REC -> GRU,2024-10-01,A320,40,70939.5,2837580,258023
REC -> GRU,2024-11-01,A321,80,81101.6875,6488135,602003
REC -> GRU,2024-11-01,A320,37,70868.4054054054,2622131,242652
REC -> GRU,2024-12-01,A321,85,75389.97647058824,6408148,592729
REC -> GRU,2024-12-01,A320,51,66614.72549019608,3397351,310207
REC -> GRU,2024-12-01,E2,2,51438.5,102877,9547
REC -> GRU,2025-01-01,A321,102,81635.42156862745,8326813,766371
REC -> GRU,2025-01-01,A320,33,70902.27272727272,2339775,211940
REC -> GRU,2025-01-01,E2,24,56821.458333333336,1363715,126128
REC -> GRU,2025-02-01,A321,83,80851.46987951807,6710672,611073
REC -> GRU,2025-02-01,A320,34,70644.82352941176,2401924,215523
REC -> GRU,2025-03-01,A321,90,80313.42222222222,7228208,671024
REC -> GRU,2025-03-01,A320,33,69652.06060606061,2298518,210523
REC -> GRU,2025-04-01,A321,80,78935.9,6314872,588911
REC -> GRU,2025-04-01,A320,16,68563.6875,1097019,101086
REC -> GRU,2025-05-01,A321,109,78749.22018348624,8583665,804170
REC -> GRU,2025-05-01,A320,28,68965.03571428571,1931021,181969
REC -> GRU,2025-06-01,A321,118,78246.61016949153,9233100,861902
REC -> GRU,2025-06-01,A320,19,69556.73684210527,1321578,124258
REC -> GRU,2025-07-01,A321,141,81579.90780141843,11502767,1064404
REC -> GRU,2025-07-01,A320,24,71252.29166666667,1710055,157140
REC -> GRU,2025-08-01,A321,140,81860.34285714285,11460448,1059445
REC -> GRU,2025-08-01,A320,19,68801.47368421052,1307228,122018
REC -> GRU,2025-09-01,A321,126,81385.38095238095,10254558,952637
REC -> GRU,2025-09-01,A320,27,70464.62962962964,1902545,174720
REC -> GRU,2025-10-01,A321,132,82122.40909090909,10840158,1008646
REC -> GRU,2025-10-01,A320,21,71285.61904761905,1496998,138555
REC -> GRU,2025-11-01,A321,47,80550.87234042553,3785891,358274
REC -> GRU,2025-11-01,A320,16,69723.0,1115568,104359
REC -> GYN,2024-01-01,A320,42,70209.42857142857,2948796,226813
REC -> GYN,2024-02-01,A320,45,68348.95555555556,3075703,243834
REC -> GYN,2024-02-01,A321,1,75861.0,75861,6086
REC -> GYN,2024-03-01,A320,15,70093.06666666667,1051396,80654
REC -> GYN,2024-04-01,A320,45,66683.17777777778,3000743,239235
REC -> GYN,2024-05-01,A320,49,66262.61224489796,3246868,254144
REC -> GYN,2024-06-01,A320,54,66719.81481481482,3602870,285081
REC -> GYN,2024-07-01,A320,56,68331.625,3826571,302199
REC -> GYN,2024-08-01,A320,45,68419.8,3078891,239481
REC -> GYN,2024-08-01,A321,2,76421.0,152842,12509
REC -> GYN,2024-08-01,E1,1,49058.0,49058,5836
REC -> GYN,2024-09-01,A320,52,69167.96153846153,3596734,283902
REC -> GYN,2024-09-01,E2,4,55508.75,222035,18209
REC -> GYN,2024-10-01,A320,50,69057.62,3452881,273205
REC -> GYN,2024-10-01,E2,5,56177.4,280887,22923
REC -> GYN,2024-11-01,A320,50,68778.64,3438932,270284
REC -> GYN,2024-12-01,A320,59,67588.01694915254,3987693,314068
REC -> GYN,2024-12-01,A321,1,74839.0,74839,5845
REC -> GYN,2025-01-01,A320,74,70562.0945945946,5221595,406575
REC -> GYN,2025-02-01,A320,55,70119.56363636363,3856576,310573
REC -> GYN,2025-02-01,E2,1,55873.0,55873,4797
REC -> GYN,2025-03-01,A320,77,68108.53246753247,5244357,411857
REC -> GYN,2025-03-01,E2,1,57174.0,57174,4556
REC -> GYN,2025-04-01,A320,63,67386.26984126984,4245335,335264
REC -> GYN,2025-05-01,A320,66,67938.78787878787,4483960,365877
REC -> GYN,2025-06-01,A320,67,67234.70149253731,4504725,363991
REC -> GYN,2025-06-01,A321,2,72701.5,145403,11812
REC -> GYN,2025-07-01,A320,65,69573.52307692308,4522279,364494
REC -> GYN,2025-08-01,A320,74,67846.63513513513,5020651,402170
REC -> GYN,2025-09-01,A320,86,68841.6511627907,5920382,472421
REC -> GYN,2025-10-01,A320,79,67459.17721518988,5329275,424539
REC -> GYN,2025-11-01,A320,33,68905.75757575757,2273890,179389
REC -> IGU,2024-01-01,E2,3,58811.666666666664,176435,21534
REC -> IGU,2024-12-01,A320,3,65602.33333333333,196807,23771
REC -> IGU,2025-01-01,A320,8,69005.875,552047,65156
REC -> IGU,2025-02-01,A320,1,69289.0,69289,8043
REC -> IGU,2025-07-01,E2,4,56828.0,227312,28546
REC -> IGU,2025-07-01,A320,3,72717.0,218151,25209
REC -> IMP,2024-01-01,A320,1,65541.0,65541,4356
REC -> JDO,2024-01-01,E1,24,45056.875,1081365,50829
REC -> JDO,2024-02-01,E1,15,43666.4,654996,30969
REC -> JDO,2024-03-01,E1,11,44120.27272727273,485323,21364
REC -> JDO,2024-04-01,E1,16,44864.375,717830,32014
REC -> JDO,2024-05-01,E1,23,45857.69565217391,1054727,46787
REC -> JDO,2024-06-01,ATR,32,22391.3125,716522,27569
REC -> JDO,2024-06-01,E1,7,46256.42857142857,323795,14949
REC -> JDO,2024-07-01,ATR,53,21779.188679245282,1154297,44761
REC -> JDO,2024-07-01,E1,2,42338.5,84677,3808
REC -> JDO,2024-08-01,ATR,24,21932.916666666668,526390,20451
REC -> JDO,2024-09-01,ATR,20,21293.35,425867,16804
REC -> JDO,2024-09-01,E2,4,49556.5,198226,6811
REC -> JDO,2024-09-01,E1,1,42968.0,42968,1960
REC -> JDO,2024-10-01,ATR,28,21629.10714285714,605615,23512
REC -> JDO,2024-11-01,ATR,25,21975.04,549376,21136
REC -> JDO,2024-12-01,ATR,24,22051.541666666668,529237,19998
REC -> JDO,2025-01-01,ATR,26,21692.5,564005,22263
REC -> JDO,2025-02-01,ATR,28,21139.035714285714,591893,23699
REC -> JDO,2025-03-01,ATR,7,21463.571428571428,150245,5677
REC -> JDO,2025-04-01,A320,1,56877.0,56877,1783
REC -> JDO,2025-04-01,ATR,1,21224.0,21224,724
REC -> JDO,2025-04-01,E2,1,45416.0,45416,1408
REC -> JDO,2025-05-01,ATR,3,22038.333333333332,66115,2474
REC -> JDO,2025-06-01,ATR,3,22214.0,66642,2563
REC -> JDO,2025-07-01,ATR,8,21483.875,171871,6638
REC -> JDO,2025-10-01,ATR,6,20966.833333333332,125801,5024
REC -> JDO,2025-11-01,ATR,3,20803.666666666668,62411,2355
REC -> JDO,2025-11-01,A320,1,56255.0,56255,1837
REC -> JJD,2024-02-01,ATR,1,21048.0,21048,1372
REC -> JPA,2024-01-01,ATR,99,19450.454545454544,1925595,27852
REC -> JPA,2024-02-01,ATR,58,19432.172413793105,1127066,17897
REC -> JPA,2024-02-01,A320,1,53728.0,53728,862
REC -> JPA,2024-03-01,ATR,47,20660.23404255319,971031,14040
REC -> JPA,2024-03-01,A320,1,56686.0,56686,983
REC -> JPA,2024-04-01,ATR,48,21167.479166666668,1016039,14756
REC -> JPA,2024-04-01,A321,4,62718.25,250873,3484
REC -> JPA,2024-04-01,A320,1,55360.0,55360,837
REC -> JPA,2024-05-01,ATR,61,20920.45901639344,1276148,19271
REC -> JPA,2024-05-01,A321,2,63346.5,126693,1846
REC -> JPA,2024-06-01,ATR,49,20784.38775510204,1018435,15762
REC -> JPA,2024-06-01,A321,1,61918.0,61918,869
REC -> JPA,2024-07-01,ATR,67,19467.44776119403,1304319,20991
REC -> JPA,2024-08-01,ATR,43,19782.86046511628,850663,13413
REC -> JPA,2024-08-01,A320,2,54100.0,108200,1546
REC -> JPA,2024-09-01,ATR,51,20004.549019607843,1020232,15752
REC -> JPA,2024-10-01,ATR,71,20480.830985915494,1454139,22648
REC -> JPA,2024-11-01,ATR,71,20786.23943661972,1475823,22652
REC -> JPA,2024-11-01,A320,1,54900.0,54900,856
REC -> JPA,2024-12-01,ATR,51,21207.901960784315,1081603,17091
REC -> JPA,2025-01-01,ATR,48,20676.875,992490,14722
REC -> JPA,2025-02-01,ATR,46,20354.565217391304,936310,14501
REC -> JPA,2025-03-01,ATR,45,20869.266666666666,939117,14258
REC -> JPA,2025-03-01,A320,1,53530.0,53530,803
REC -> JPA,2025-04-01,ATR,28,20565.785714285714,575842,9023
REC -> JPA,2025-04-01,A320,1,55948.0,55948,709
REC -> JPA,2025-05-01,ATR,50,20675.04,1033752,15654
REC -> JPA,2025-05-01,E1,1,39555.0,39555,903
REC -> JPA,2025-06-01,ATR,25,20831.08,520777,8299
REC -> JPA,2025-07-01,ATR,29,20822.655172413793,603857,9349
REC -> JPA,2025-08-01,ATR,28,20047.964285714286,561343,9091
REC -> JPA,2025-09-01,ATR,26,20037.153846153848,520966,8156
REC -> JPA,2025-10-01,ATR,26,20299.153846153848,527778,8129
REC -> JPA,2025-10-01,E2,1,55129.0,55129,3092
REC -> JPA,2025-11-01,ATR,9,20454.11111111111,184087,2719
REC -> JTC,2024-01-01,A320,1,70220.0,70220,6073
